walk twice after jump	I_JUMP I_WALK I_WALK	I_JUMP I_WALK I_WALK	True
look after jump right	I_TURN_RIGHT I_TURN_RIGHT I_LOOK	I_TURN_RIGHT I_JUMP I_LOOK	False
jump twice and jump	I_JUMP	I_JUMP I_JUMP I_JUMP	False
jump and jump thrice	I_JUMP	I_JUMP I_JUMP I_JUMP I_JUMP	False
jump thrice after jump	I_JUMP	I_JUMP I_JUMP I_JUMP I_JUMP	False
jump right and walk	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_WALK	False
jump and look left	I_JUMP I_TURN_LEFT I_LOOK	I_JUMP I_TURN_LEFT I_LOOK	True
walk after jump thrice	I_JUMP I_TURN_RIGHT I_JUMP	I_JUMP I_JUMP I_JUMP I_WALK	False
jump thrice and jump	I_JUMP	I_JUMP I_JUMP I_JUMP I_JUMP	False
jump thrice after walk	I_WALK I_TURN_RIGHT I_WALK	I_WALK I_JUMP I_JUMP I_JUMP	False
walk and jump thrice	I_WALK	I_WALK I_JUMP I_JUMP I_JUMP	False
look and jump thrice	I_LOOK I_TURN_RIGHT I_LOOK	I_LOOK I_JUMP I_JUMP I_JUMP	False
jump and walk left	I_JUMP I_TURN_LEFT I_WALK	I_JUMP I_TURN_LEFT I_WALK	True
jump after look left	I_TURN_LEFT I_LOOK I_JUMP	I_TURN_LEFT I_LOOK I_JUMP	True
run right after jump	I_JUMP	I_JUMP I_TURN_RIGHT I_RUN	False
jump after look twice	I_LOOK I_LOOK I_TURN_LEFT I_LOOK	I_LOOK I_LOOK I_JUMP	False
look and jump twice	I_LOOK	I_LOOK I_JUMP I_JUMP	False
jump left and walk	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_WALK	False
walk after jump right	I_TURN_RIGHT I_TURN_RIGHT I_WALK	I_TURN_RIGHT I_JUMP I_WALK	False
jump and run right	I_JUMP I_TURN_RIGHT I_RUN	I_JUMP I_TURN_RIGHT I_RUN	True
jump and walk right	I_JUMP I_TURN_RIGHT I_WALK	I_JUMP I_TURN_RIGHT I_WALK	True
look twice after jump	I_JUMP I_LOOK I_LOOK	I_JUMP I_LOOK I_LOOK	True
jump after run twice	I_RUN I_RUN I_TURN_LEFT I_RUN	I_RUN I_RUN I_JUMP	False
run and jump twice	I_RUN	I_RUN I_JUMP I_JUMP	False
run and jump right	I_RUN I_TURN_RIGHT I_TURN_RIGHT	I_RUN I_TURN_RIGHT I_JUMP	False
jump right after look	I_LOOK I_TURN_RIGHT	I_LOOK I_TURN_RIGHT I_JUMP	False
jump right after walk	I_WALK I_TURN_RIGHT	I_WALK I_TURN_RIGHT I_JUMP	False
jump left and look	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_LOOK	False
look left and jump	I_TURN_LEFT I_LOOK	I_TURN_LEFT I_LOOK I_JUMP	False
jump after run thrice	I_RUN I_RUN I_RUN I_TURN_LEFT I_RUN	I_RUN I_RUN I_RUN I_JUMP	False
run left and jump	I_TURN_LEFT I_RUN I_RUN	I_TURN_LEFT I_RUN I_JUMP	False
run and jump left	I_RUN I_TURN_LEFT I_TURN_LEFT	I_RUN I_TURN_LEFT I_JUMP	False
turn left after jump	I_JUMP	I_JUMP I_TURN_LEFT	False
jump twice after jump	I_JUMP	I_JUMP I_JUMP I_JUMP	False
jump left and run	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_RUN	False
jump twice after walk	I_WALK	I_WALK I_JUMP I_JUMP	False
run twice after jump	I_JUMP I_RUN I_RUN	I_JUMP I_RUN I_RUN	True
jump twice and walk	I_JUMP	I_JUMP I_JUMP I_WALK	False
run after jump twice	I_JUMP	I_JUMP I_JUMP I_RUN	False
jump left after look	I_LOOK I_TURN_LEFT	I_LOOK I_TURN_LEFT I_JUMP	False
jump after turn right	I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_JUMP	False
jump after walk right	I_TURN_RIGHT I_WALK I_JUMP	I_TURN_RIGHT I_WALK I_JUMP	True
jump after walk twice	I_WALK I_WALK I_TURN_LEFT	I_WALK I_WALK I_JUMP	False
turn right and jump	I_TURN_RIGHT	I_TURN_RIGHT I_JUMP	False
turn left and jump	I_TURN_LEFT	I_TURN_LEFT I_JUMP	False
jump and turn left	I_JUMP	I_JUMP I_TURN_LEFT	False
jump and turn right	I_JUMP	I_JUMP I_TURN_RIGHT	False
turn right after jump	I_JUMP	I_JUMP I_TURN_RIGHT	False
run twice and jump	I_RUN I_RUN I_TURN_LEFT	I_RUN I_RUN I_JUMP	False
jump after turn left	I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_JUMP	False
jump left after jump	I_JUMP	I_JUMP I_TURN_LEFT I_JUMP	False
look twice and jump	I_LOOK I_LOOK I_TURN_LEFT	I_LOOK I_LOOK I_JUMP	False
jump and jump right	I_JUMP	I_JUMP I_TURN_RIGHT I_JUMP	False
jump left after walk	I_WALK I_TURN_LEFT	I_WALK I_TURN_LEFT I_JUMP	False
walk and jump right	I_WALK I_TURN_RIGHT I_TURN_RIGHT	I_WALK I_TURN_RIGHT I_JUMP	False
walk and jump twice	I_WALK	I_WALK I_JUMP I_JUMP	False
run after jump left	I_TURN_LEFT I_TURN_LEFT I_RUN	I_TURN_LEFT I_JUMP I_RUN	False
jump after look right	I_TURN_RIGHT I_LOOK I_JUMP	I_TURN_RIGHT I_LOOK I_JUMP	True
look and jump right	I_LOOK I_TURN_RIGHT I_TURN_RIGHT	I_LOOK I_TURN_RIGHT I_JUMP	False
jump and look twice	I_JUMP I_LOOK I_LOOK	I_JUMP I_LOOK I_LOOK	True
walk left after jump	I_JUMP	I_JUMP I_TURN_LEFT I_WALK	False
run right and jump	I_TURN_RIGHT I_RUN I_RUN	I_TURN_RIGHT I_RUN I_JUMP	False
jump after jump left	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_JUMP	False
jump right and jump	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_JUMP	False
jump twice after run	I_RUN	I_RUN I_JUMP I_JUMP	False
jump twice and run	I_JUMP	I_JUMP I_JUMP I_RUN	False
jump after walk left	I_TURN_LEFT I_WALK I_JUMP	I_TURN_LEFT I_WALK I_JUMP	True
walk after jump twice	I_JUMP	I_JUMP I_JUMP I_WALK	False
run and jump	I_RUN	I_RUN I_JUMP	False
run after jump	I_JUMP	I_JUMP I_RUN	False
jump and look	I_JUMP	I_JUMP I_LOOK	False
jump and walk	I_JUMP	I_JUMP I_WALK	False
jump and jump	I_JUMP	I_JUMP I_JUMP	False
look and jump	I_LOOK	I_LOOK I_JUMP	False
jump after look	I_LOOK	I_LOOK I_JUMP	False
jump after walk	I_WALK	I_WALK I_JUMP	False
walk and jump	I_WALK	I_WALK I_JUMP	False
walk after jump	I_JUMP	I_JUMP I_WALK	False
jump after jump	I_JUMP	I_JUMP I_JUMP	False
jump after run	I_RUN	I_RUN I_JUMP	False
jump right thrice	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_JUMP	False
jump left twice	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP	False
jump around left	I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP	False
jump around right	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_JUMP	False
jump left thrice	I_TURN_LEFT I_JUMP I_TURN_LEFT I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP	False
jump and run	I_JUMP	I_JUMP I_RUN	False
look after jump	I_JUMP	I_JUMP I_LOOK	False
jump right twice	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_JUMP	False
jump opposite left	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP	False
jump opposite right	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
jump twice	I_JUMP	I_JUMP I_JUMP	False
jump left	I_TURN_LEFT I_TURN_LEFT I_LOOK	I_TURN_LEFT I_JUMP	False
jump thrice	I_JUMP	I_JUMP I_JUMP I_JUMP	False
jump right	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_JUMP	False
jump right after look twice	I_LOOK I_LOOK I_TURN_RIGHT	I_LOOK I_LOOK I_TURN_RIGHT I_JUMP	False
jump and walk opposite right	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_WALK	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_WALK	True
look and jump opposite right	I_LOOK I_TURN_RIGHT I_TURN_RIGHT	I_LOOK I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
jump opposite left after jump	I_JUMP I_TURN_LEFT I_TURN_LEFT	I_JUMP I_TURN_LEFT I_TURN_LEFT I_JUMP	False
walk right after jump right	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_WALK	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_WALK	True
jump and jump opposite right	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
look right after jump right	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_LOOK	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_LOOK	True
run after jump opposite right	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_RUN	I_TURN_RIGHT I_TURN_RIGHT I_JUMP I_RUN	False
walk and jump opposite left	I_WALK I_TURN_LEFT I_TURN_LEFT	I_WALK I_TURN_LEFT I_TURN_LEFT I_JUMP	False
look twice after jump right	I_TURN_RIGHT I_JUMP I_LOOK I_LOOK	I_TURN_RIGHT I_JUMP I_LOOK I_LOOK	True
walk right and jump twice	I_TURN_RIGHT I_WALK I_TURN_RIGHT I_RUN	I_TURN_RIGHT I_WALK I_JUMP I_JUMP	False
jump twice after jump right	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_JUMP I_JUMP	False
run left and jump right	I_TURN_LEFT I_RUN I_TURN_RIGHT	I_TURN_LEFT I_RUN I_TURN_RIGHT I_JUMP	False
jump left after look twice	I_LOOK I_LOOK I_TURN_LEFT	I_LOOK I_LOOK I_TURN_LEFT I_JUMP	False
look right and jump right	I_TURN_RIGHT I_LOOK I_TURN_RIGHT	I_TURN_RIGHT I_LOOK I_TURN_RIGHT I_JUMP	False
run twice after jump left	I_TURN_LEFT I_JUMP I_RUN I_RUN	I_TURN_LEFT I_JUMP I_RUN I_RUN	True
walk twice after jump right	I_TURN_RIGHT I_JUMP I_WALK I_WALK	I_TURN_RIGHT I_JUMP I_WALK I_WALK	True
jump after jump opposite right	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP I_JUMP	False
jump twice after walk left	I_TURN_LEFT I_WALK I_JUMP	I_TURN_LEFT I_WALK I_JUMP I_JUMP	False
jump and walk opposite left	I_JUMP I_TURN_LEFT I_TURN_LEFT I_WALK	I_JUMP I_TURN_LEFT I_TURN_LEFT I_WALK	True
look left after jump right	I_TURN_RIGHT I_JUMP I_TURN_LEFT I_LOOK	I_TURN_RIGHT I_JUMP I_TURN_LEFT I_LOOK	True
run left and jump twice	I_TURN_LEFT I_RUN I_TURN_RIGHT I_RUN	I_TURN_LEFT I_RUN I_JUMP I_JUMP	False
run left after jump right	I_TURN_RIGHT I_JUMP I_TURN_LEFT I_RUN	I_TURN_RIGHT I_JUMP I_TURN_LEFT I_RUN	True
jump after look opposite left	I_TURN_LEFT I_TURN_LEFT I_LOOK	I_TURN_LEFT I_TURN_LEFT I_LOOK I_JUMP	False
run right and jump twice	I_TURN_RIGHT I_RUN I_TURN_RIGHT I_RUN	I_TURN_RIGHT I_RUN I_JUMP I_JUMP	False
run left after jump left	I_TURN_LEFT I_JUMP I_TURN_LEFT I_RUN	I_TURN_LEFT I_JUMP I_TURN_LEFT I_RUN	True
run right after jump left	I_TURN_LEFT I_JUMP I_TURN_RIGHT I_RUN	I_TURN_LEFT I_JUMP I_TURN_RIGHT I_RUN	True
jump and run opposite left	I_JUMP I_TURN_LEFT I_TURN_LEFT I_RUN	I_JUMP I_TURN_LEFT I_TURN_LEFT I_RUN	True
jump and turn right thrice	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	True
jump after turn left thrice	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_JUMP	False
walk right after jump left	I_TURN_LEFT I_JUMP I_TURN_RIGHT I_WALK	I_TURN_LEFT I_JUMP I_TURN_RIGHT I_WALK	True
turn opposite left and jump	I_TURN_LEFT I_TURN_LEFT I_JUMP	I_TURN_LEFT I_TURN_LEFT I_JUMP	True
run twice and jump left	I_RUN I_RUN I_TURN_LEFT	I_RUN I_RUN I_TURN_LEFT I_JUMP	False
jump left and jump left	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_LEFT I_JUMP	False
look left and jump twice	I_TURN_LEFT I_LOOK I_TURN_RIGHT I_RUN	I_TURN_LEFT I_LOOK I_JUMP I_JUMP	False
jump left after look left	I_TURN_LEFT I_LOOK I_TURN_LEFT	I_TURN_LEFT I_LOOK I_TURN_LEFT I_JUMP	False
jump left after walk twice	I_WALK I_WALK I_TURN_LEFT	I_WALK I_WALK I_TURN_LEFT I_JUMP	False
jump twice and run right	I_JUMP	I_JUMP I_JUMP I_TURN_RIGHT I_RUN	False
jump and look opposite right	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_LOOK	I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_LOOK	True
turn left thrice after jump	I_JUMP I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT	I_JUMP I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT	True
jump left after walk right	I_TURN_RIGHT I_WALK I_TURN_LEFT	I_TURN_RIGHT I_WALK I_TURN_LEFT I_JUMP	False
run twice and jump right	I_RUN I_RUN I_TURN_RIGHT	I_RUN I_RUN I_TURN_RIGHT I_JUMP	False
look twice after jump left	I_TURN_LEFT I_JUMP I_LOOK I_LOOK	I_TURN_LEFT I_JUMP I_LOOK I_LOOK	True
walk left and jump left	I_TURN_LEFT I_WALK I_TURN_LEFT	I_TURN_LEFT I_WALK I_TURN_LEFT I_JUMP	False
look left after jump twice	I_JUMP	I_JUMP I_JUMP I_TURN_LEFT I_LOOK	False
run after jump opposite left	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_RUN	I_TURN_LEFT I_TURN_LEFT I_JUMP I_RUN	False
jump right and run right	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_RUN	I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_RUN	True
jump twice after turn left	I_TURN_LEFT	I_TURN_LEFT I_JUMP I_JUMP	False
jump left and run left	I_TURN_LEFT I_JUMP I_TURN_LEFT I_RUN	I_TURN_LEFT I_JUMP I_TURN_LEFT I_RUN	True
jump opposite left after walk	I_WALK I_TURN_LEFT I_TURN_LEFT	I_WALK I_TURN_LEFT I_TURN_LEFT I_JUMP	False
look left and jump left	I_TURN_LEFT I_LOOK I_TURN_LEFT	I_TURN_LEFT I_LOOK I_TURN_LEFT I_JUMP	False
jump twice after run twice	I_RUN I_RUN I_JUMP	I_RUN I_RUN I_JUMP I_JUMP	False
turn left after jump thrice	I_JUMP	I_JUMP I_JUMP I_JUMP I_TURN_LEFT	False
jump left and look left	I_TURN_LEFT I_JUMP I_TURN_LEFT I_LOOK	I_TURN_LEFT I_JUMP I_TURN_LEFT I_LOOK	True
jump opposite right and look	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_TURN_RIGHT I_JUMP I_LOOK	False
jump right after look right	I_TURN_RIGHT I_LOOK I_TURN_RIGHT	I_TURN_RIGHT I_LOOK I_TURN_RIGHT I_JUMP	False
look opposite right and jump	I_TURN_RIGHT I_TURN_RIGHT I_LOOK	I_TURN_RIGHT I_TURN_RIGHT I_LOOK I_JUMP	False
run left and jump left	I_TURN_LEFT I_RUN I_TURN_LEFT	I_TURN_LEFT I_RUN I_TURN_LEFT I_JUMP	False
walk left after jump right	I_TURN_RIGHT I_JUMP I_TURN_LEFT I_WALK	I_TURN_RIGHT I_JUMP I_TURN_LEFT I_WALK	True
jump opposite left and jump	I_TURN_LEFT I_TURN_LEFT I_JUMP	I_TURN_LEFT I_TURN_LEFT I_JUMP I_JUMP	False
look right after jump left	I_TURN_LEFT I_JUMP I_TURN_RIGHT I_LOOK	I_TURN_LEFT I_JUMP I_TURN_RIGHT I_LOOK	True
jump right and walk twice	I_TURN_RIGHT I_JUMP I_WALK	I_TURN_RIGHT I_JUMP I_WALK I_WALK	False
jump left after run left	I_TURN_LEFT I_RUN I_TURN_LEFT	I_TURN_LEFT I_RUN I_TURN_LEFT I_JUMP	False
look left after jump left	I_TURN_LEFT I_JUMP I_TURN_LEFT I_LOOK	I_TURN_LEFT I_JUMP I_TURN_LEFT I_LOOK	True
jump after turn opposite right	I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
turn left twice after jump	I_JUMP I_TURN_LEFT I_TURN_LEFT	I_JUMP I_TURN_LEFT I_TURN_LEFT	True
turn opposite right and jump	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	True
jump after turn right twice	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
turn left twice and jump	I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP	False
turn right twice and jump	I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
jump twice after turn right	I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_JUMP I_JUMP	False
turn right and jump right	I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
jump twice and turn left	I_JUMP	I_JUMP I_JUMP I_TURN_LEFT	False
jump right and turn right	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_RIGHT	False
turn opposite right after jump	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	True
jump right and turn left	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_LEFT	False
jump left after turn right	I_TURN_RIGHT I_TURN_LEFT I_TURN_LEFT	I_TURN_RIGHT I_TURN_LEFT I_JUMP	False
turn right and jump twice	I_TURN_RIGHT I_WALK	I_TURN_RIGHT I_JUMP I_JUMP	False
turn right after jump left	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_RIGHT	False
turn left and jump right	I_TURN_LEFT I_TURN_RIGHT	I_TURN_LEFT I_TURN_RIGHT I_JUMP	False
jump right after turn right	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
turn left after jump left	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_LEFT	False
jump and turn right twice	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	True
jump after turn left twice	I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP	False
jump left and turn right	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_RIGHT	False
jump and turn left twice	I_JUMP I_TURN_LEFT I_TURN_LEFT	I_JUMP I_TURN_LEFT I_TURN_LEFT	True
turn left and jump left	I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP	False
jump left and turn left	I_TURN_LEFT I_JUMP	I_TURN_LEFT I_JUMP I_TURN_LEFT	False
jump and turn opposite right	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	True
jump and turn opposite left	I_JUMP I_TURN_LEFT I_TURN_LEFT	I_JUMP I_TURN_LEFT I_TURN_LEFT	True
turn right after jump right	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_RIGHT	False
jump left after turn left	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP	False
turn left and jump twice	I_TURN_LEFT	I_TURN_LEFT I_JUMP I_JUMP	False
turn left after jump twice	I_JUMP	I_JUMP I_JUMP I_TURN_LEFT	False
turn left after jump right	I_TURN_RIGHT I_JUMP	I_TURN_RIGHT I_JUMP I_TURN_LEFT	False
turn right twice after jump	I_JUMP I_TURN_RIGHT	I_JUMP I_TURN_RIGHT I_TURN_RIGHT	False
turn right after jump twice	I_JUMP	I_JUMP I_JUMP I_TURN_RIGHT	False
jump after turn opposite left	I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP	False
turn right and jump left	I_TURN_RIGHT I_TURN_LEFT	I_TURN_RIGHT I_TURN_LEFT I_JUMP	False
jump right after turn left	I_TURN_LEFT I_TURN_RIGHT	I_TURN_LEFT I_TURN_RIGHT I_JUMP	False
turn opposite left after jump	I_JUMP	I_JUMP I_TURN_LEFT I_TURN_LEFT	False
jump twice and turn right	I_JUMP	I_JUMP I_JUMP I_TURN_RIGHT	False
jump thrice and run	I_JUMP	I_JUMP I_JUMP I_JUMP I_RUN	False
look thrice after jump	I_JUMP I_LOOK I_LOOK I_LOOK	I_JUMP I_LOOK I_LOOK I_LOOK	True
walk thrice after jump	I_JUMP I_WALK I_WALK I_WALK	I_JUMP I_WALK I_WALK I_WALK	True
jump after walk thrice	I_WALK I_WALK I_WALK I_TURN_LEFT I_WALK	I_WALK I_WALK I_WALK I_JUMP	False
jump thrice after run	I_RUN I_TURN_RIGHT I_RUN	I_RUN I_JUMP I_JUMP I_JUMP	False
jump and walk thrice	I_JUMP I_WALK I_WALK I_WALK	I_JUMP I_WALK I_WALK I_WALK	True
jump thrice and walk	I_JUMP	I_JUMP I_JUMP I_JUMP I_WALK	False
run and jump thrice	I_RUN I_TURN_RIGHT I_RUN	I_RUN I_JUMP I_JUMP I_JUMP	False
run thrice after jump	I_JUMP I_RUN I_RUN I_RUN	I_JUMP I_RUN I_RUN I_RUN	True
jump and run thrice	I_JUMP I_RUN I_RUN I_RUN	I_JUMP I_RUN I_RUN I_RUN	True
look after jump thrice	I_JUMP I_TURN_RIGHT I_JUMP	I_JUMP I_JUMP I_JUMP I_LOOK	False
walk thrice and jump	I_WALK I_WALK I_WALK	I_WALK I_WALK I_WALK I_JUMP	False
jump and look thrice	I_JUMP I_LOOK I_LOOK I_LOOK	I_JUMP I_LOOK I_LOOK I_LOOK	True
jump opposite left thrice	I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT I_TURN_LEFT	I_TURN_LEFT I_TURN_LEFT I_JUMP I_TURN_LEFT I_TURN_LEFT I_JUMP I_TURN_LEFT I_TURN_LEFT I_JUMP	False
jump opposite right thrice	I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT I_TURN_RIGHT	I_TURN_RIGHT I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_JUMP I_TURN_RIGHT I_TURN_RIGHT I_JUMP	False
